,COMID,Date,Time,HUC_12,State,Temp.C,pH.std_units,Alkalinity.ueq/kgw,pCO2.uatm,CO2.mg/l
249,947020450,2010-05-24,09:15:00,170200160305,WA,16.3,8.2,3896.49,1352.07074027669,2.60416875131635
250,947020450,2017-02-13,13:45:00,170200160305,WA,2.4,7.61,5095.41,5888.37136068538,18.3679715620642
251,947020450,2020-04-20,14:45:00,170200160305,WA,15.9,8.55,4575.878,690.625823152903,1.34672153366626
252,947020450,2007-10-03,11:30:00,170200160305,WA,14.1,8.1,4595.86,1950.99466470231,4.02752578231603
253,947020450,2007-07-16,13:00:00,170200160305,WA,25.9,8.3,3736.634,1169.22262219127,1.70848153786384
254,947020450,2003-04-08,11:15:00,170200160305,WA,12.5,8.6,4495.95,579.039777908991,1.25917341401806
255,947020450,2009-04-13,10:05:00,170200160305,WA,11.6,8.4,4436.004,907.170286018511,2.03252255083114
256,947020450,2008-10-08,08:55:00,170200160305,WA,14.4,8.2,4475.968,1511.58353861933,3.09062827262459
257,947020450,2003-09-30,11:00:00,170200160305,WA,17.8,8.4,4615.842,1017.18003479348,1.87097158394433
258,947020450,2005-04-05,11:45:00,170200160305,WA,10.0,8.4,4535.914,910.330635812595,2.1530295166082
259,947020450,2014-04-21,08:30:00,170200160305,WA,13.3,8.2,4695.77,1562.74190594618,3.31046885691836
260,947020450,2000-02-01,13:50:00,170200160305,WA,2.2,8.5,4875.608,713.211687604706,2.24211365995206
261,947020450,2015-07-27,08:35:00,170200160305,WA,22.5,8.2,3317.012,1254.5247799013,2.012069153473
262,947020450,2005-02-08,12:30:00,170200160305,WA,4.4,8.4,4735.734,894.85133534877,2.58677788156466
263,947020450,2020-10-19,14:09:00,170200160305,WA,14.5,8.5,4515.932,754.68889876892,1.5381227226448
264,947020450,2008-06-09,14:45:00,170200160305,WA,18.8,8.6,3736.634,521.61715616276,0.931142521717129
265,947020450,2013-04-08,08:05:00,170200160305,WA,11.6,8.5,4635.824,748.312820911834,1.67655728113324
266,947020450,2013-02-11,11:37:00,170200160305,WA,4.6,8.3,4755.716,1137.25945592536,3.26300874011208
267,947020450,2000-10-09,13:32:00,170200160305,WA,13.3,8.6,4735.734,614.745889324977,1.30224090111156
268,947020450,2008-02-06,13:05:00,170200160305,WA,1.5,8.7,5075.428,460.010765235663,1.48614524155706
269,947020450,2014-10-15,09:00:00,170200160305,WA,15.6,7.9,4356.076,3002.87136013895,5.91103272868296
270,947020450,2005-06-08,13:00:00,170200160305,WA,19.5,8.6,3936.454,553.731965167674,0.968148196476113
271,947020450,2015-02-03,08:30:00,170200160305,WA,4.5,7.8,4815.662,3669.54132070578,10.5680011303566
272,947020450,2001-04-10,14:42:00,170200160305,WA,10.6,8.6,4515.932,569.262377138305,1.31909397322952
273,947020450,2014-07-21,08:25:00,170200160305,WA,24.4,8.1,6873.808,3311.9145550306,5.03737513607502
274,947020450,2009-02-03,09:10:00,170200160305,WA,2.4,8.1,4975.518,1851.97046740086,5.77703262344519
275,947020450,2006-04-26,12:30:00,170200160305,WA,14.3,8.5,4475.968,746.382098781625,1.5309526731077
276,947020450,2009-06-08,08:15:00,170200160305,WA,20.9,8.3,4016.382,1170.47300404685,1.96460657354138
277,947020450,2011-07-18,10:45:00,170200160305,WA,23.9,8.4,3656.706,879.066796503747,1.35599236082092
278,947020450,1999-05-19,12:46:00,170200160305,WA,16.5,8.49,4156.256,730.32835253217,1.39792215300564
279,947020450,2009-10-13,08:50:00,170200160305,WA,8.7,8.6,4535.914,560.079583333844,1.38562313169537
280,947020450,2006-07-11,12:00:00,170200160305,WA,25.5,8.4,3736.634,918.136370239431,1.3560137776361
281,947020450,2005-07-11,11:30:00,170200160305,WA,23.3,8.4,3836.544,913.675475864194,1.43291149093588
282,947020450,2011-10-11,09:45:00,170200160305,WA,14.8,8.3,4515.932,1212.78442819543,2.44828550459256
283,947020450,2014-02-04,08:15:00,170200160305,WA,2.2,8.2,4875.608,1436.6412416904,4.51637218836364
284,947020450,2013-11-05,09:45:00,170200160305,WA,7.6,8.4,4595.86,898.136333134096,2.30991367214966
285,947020450,2000-04-17,14:25:00,170200160305,WA,15.2,8.62,4036.364,512.946486131506,1.02252247744182
286,947020450,2015-04-20,08:05:00,170200160305,WA,15.2,8.2,4535.914,1546.66866994289,3.08302510790855
287,947020450,2012-05-29,10:15:00,170200160305,WA,16.9,8.6,3956.436,538.612693561825,1.01835123272199
288,947020450,2012-04-09,10:15:00,170200160305,WA,11.0,8.4,4495.95,912.79894985506,2.08672230736555
289,947020450,2014-06-10,08:20:00,170200160305,WA,21.5,8.4,3656.706,850.713650156551,1.40357768773659
290,947020450,2004-06-14,08:30:00,170200160305,WA,18.6,8.5,4056.346,715.203480571823,1.28431594464434
291,947020450,1999-10-12,13:46:00,170200160305,WA,14.3,8.46,4755.716,870.298842700445,1.78506943830522
292,947020450,2004-10-12,08:30:00,170200160305,WA,15.4,8.2,4555.896,1557.22071259617,3.08455654502662
293,947020450,2006-06-05,12:00:00,170200160305,WA,20.1,8.5,3996.4,718.70352059174,1.2346529566414
294,947020450,2004-02-02,14:00:00,170200160305,WA,2.9,8.4,4855.626,903.71643196848,2.76528053606622
295,947020450,1999-02-16,13:47:00,170200160305,WA,4.6,8.6,4795.68,567.277332397299,1.62760544478252
296,947020450,2013-07-22,09:40:00,170200160305,WA,26.4,8.1,3696.67,1862.58471510009,2.68576187576626
297,947020450,2013-06-17,09:30:00,170200160305,WA,22.4,8.5,3756.616,697.541068226504,1.12183844799723
298,947020450,1999-04-14,11:11:00,170200160305,WA,10.6,8.6,4455.986,561.895142965415,1.30203190042005
299,947020450,2015-06-09,09:00:00,170200160305,WA,25.6,8.1,3756.616,1870.32361020312,2.7549337737645
300,947020450,2001-07-17,12:33:00,170200160305,WA,23.3,8.48,3756.616,740.481970104515,1.16130166501794
301,947020450,2011-04-18,11:00:00,170200160305,WA,11.2,8.3,4655.806,1196.63218143868,2.71717962201755
302,947020450,2010-02-03,08:30:00,170200160305,WA,5.4,8.0,4775.698,2312.44345093751,6.44075291406726
303,947020450,2001-05-15,12:53:00,170200160305,WA,17.7,8.5,4096.31,713.854967070459,1.31710658786416
304,947020450,1999-06-28,13:17:00,170200160305,WA,21.8,8.6,3976.418,576.15667926413,0.942457099491314
305,947020450,2006-02-07,14:00:00,170200160305,WA,5.1,8.7,4935.554,462.512390410409,1.30253791224282
306,947020450,2012-10-09,10:00:00,170200160305,WA,13.6,8.4,4475.968,936.979966106698,1.96569303498495
307,947020450,2000-05-17,13:26:00,170200160305,WA,18.9,8.59,4056.346,579.522161951903,1.03139356442954
308,947020450,2000-07-05,13:11:00,170200160305,WA,22.8,8.58,3816.562,588.465401611156,0.935836949758425
309,947020450,2001-02-12,11:30:00,170200160305,WA,2.2,7.85,4875.608,3233.4075193694,10.1648995206264
310,24417464,2005-07-05,13:30:00,170200160306,WA,20.3,8.1,3616.742,1673.36259390526,2.85808756004123
311,24417464,2005-02-07,10:00:00,170200160306,WA,6.0,8.2,5055.446,1545.91450029136,4.21185517321443
312,24417464,2006-05-30,12:00:00,170200160306,WA,17.3,8.3,3816.562,1061.99527389474,1.98351385162505
313,24417464,2009-02-02,12:20:00,170200160306,WA,5.8,8.0,5315.212,2577.73880824364,7.07444012286693
314,24417464,2008-10-01,14:15:00,170200160306,WA,16.9,8.2,4096.31,1430.72423121782,2.70504145523958
315,24417464,2004-06-07,13:00:00,170200160306,WA,16.9,8.2,3596.76,1259.95326091232,2.38230729144445
316,24417464,2005-10-03,13:30:00,170200160306,WA,15.6,8.2,4056.346,1393.80899575212,2.74374421032954
317,24417464,2006-04-24,10:30:00,170200160306,WA,11.7,8.4,3956.436,812.24357614875,1.81387657771681
318,24417464,2000-04-12,10:55:00,170200160306,WA,13.8,8.12,3716.652,1507.78945686262,3.14311499029755
319,24417464,2000-01-26,09:49:00,170200160306,WA,2.9,8.1,5235.284,1955.65314871104,5.98386131930704
320,24417464,2005-05-31,11:30:00,170200160306,WA,18.4,8.3,3736.634,1055.17753126698,1.90628353769349
321,24417464,2008-03-24,12:00:00,170200160306,WA,8.1,9.2,4436.004,126.008069713143,0.318376841354091
322,24417464,2009-04-06,13:20:00,170200160306,WA,11.8,8.4,3956.436,813.187940555183,1.80994381289513
323,24417464,2009-06-01,13:07:00,170200160306,WA,19.2,8.1,4196.22,1906.47734036317,3.36291260433988
324,24417464,2003-06-30,10:45:00,170200160306,WA,18.1,8.1,3896.49,1747.64322646224,3.18584932259214
325,24417464,2007-01-29,10:45:00,170200160306,WA,4.0,8.5,5375.158,797.700167902347,2.34069223284401
326,24417464,2012-07-09,12:20:00,170200160306,WA,21.2,8.2,3796.58,1406.27861059301,2.34018073515714
327,24417464,2007-05-29,13:30:00,170200160306,WA,18.2,8.6,4016.382,555.477025946987,1.00953126661342
328,24417464,2003-02-18,12:40:00,170200160306,WA,10.8,8.4,5055.446,1021.03707723856,2.3498298259214
329,24417464,2014-10-07,11:30:00,170200160306,WA,19.0,7.6,3956.436,5725.09161754359,10.1591381991406
330,24417464,2016-02-17,11:41:00,170200160306,WA,10.2,9.39,5195.32,90.8044812284161,0.213263419443845
331,24417464,2007-10-01,13:30:00,170200160306,WA,15.1,8.0,4116.292,2238.47222807745,4.4763613438094
332,24417464,2017-06-05,14:55:00,170200160306,WA,20.1,8.44,3836.544,796.150624060968,1.36772673908147
333,24417464,2006-10-02,13:00:00,170200160306,WA,15.5,8.4,4196.22,900.41363799152,1.77801891616128
334,24417464,2005-03-29,10:30:00,170200160306,WA,9.5,8.3,3916.472,991.287569085698,2.38535477445237
335,24417464,2006-02-06,10:30:00,170200160306,WA,7.1,8.3,5235.284,1281.69502215914,3.35558295533904
336,24417464,2004-02-02,11:00:00,170200160306,WA,6.3,8.1,5235.284,2024.62191474275,5.45602570056357
337,24417464,2001-05-16,14:20:00,170200160306,WA,16.5,8.6,3776.598,512.183275511164,0.980411359154985
338,24417464,2008-06-02,13:55:00,170200160306,WA,17.1,8.3,3636.724,1010.46143606615,1.89887677821757
339,24417464,2012-04-02,13:40:00,170200160306,WA,8.9,8.2,3876.508,1230.98255541382,3.02448099186709
340,24417464,2017-09-26,14:33:00,170200160306,WA,18.2,7.86,3976.418,3117.98879156188,5.66677657860892
341,24417464,2001-07-17,15:10:00,170200160306,WA,20.5,8.39,3576.778,841.084317104031,1.42823785269635
342,24417464,2015-02-02,09:30:00,170200160306,WA,6.4,7.9,5015.482,3090.68803994809,8.29893290541544
343,24417464,2014-07-14,11:00:00,170200160306,WA,22.1,7.9,3576.778,2702.14044539281,4.38288262491221
344,24417464,2014-06-02,11:15:00,170200160306,WA,19.7,8.0,3696.67,2140.27308461626,3.72025254039973
345,24417464,2008-02-04,11:45:00,170200160306,WA,5.0,8.4,5355.176,1014.8021505483,2.86841050223625
346,24417464,2008-07-14,13:10:00,170200160306,WA,20.3,8.1,3876.508,1790.76787325307,3.05852201730597
347,24417464,2004-08-16,10:30:00,170200160306,WA,20.2,8.0,3776.598,2200.37985832231,3.76912663461754
348,24417464,2003-08-12,13:00:00,170200160306,WA,19.1,8.1,4236.184,1921.63750407407,3.39970113181891
349,24417464,2010-10-04,13:15:00,170200160306,WA,17.4,8.1,3956.436,1757.71856772266,3.27289212815387
350,24417464,2004-04-12,10:30:00,170200160306,WA,13.3,8.1,3696.67,1561.71679133178,3.30868676891727
351,24417464,2002-05-21,14:35:00,170200160306,WA,18.0,8.6,3796.58,524.476683391714,0.958978864364939
352,24417464,2014-02-03,10:15:00,170200160306,WA,4.1,8.2,5175.338,1551.16718560666,4.53460581425033
353,24417464,2010-05-17,12:05:00,170200160306,WA,17.9,8.2,3336.994,1186.13596150446,2.17548773917779
354,24417464,2010-03-23,12:45:00,170200160306,WA,10.0,8.4,4156.256,835.891407475358,1.97706089630886
355,24417464,2002-07-24,12:30:00,170200160306,WA,22.6,8.4,3936.454,927.960180818944,1.48401909960377
356,24417464,2010-07-13,13:30:00,170200160306,WA,20.2,8.2,3496.85,1280.16830791731,2.19292259729945
357,24417464,1999-10-13,12:22:00,170200160306,WA,15.1,8.18,4216.202,1507.10554055318,3.01377712868676
358,24417464,2007-07-09,12:30:00,170200160306,WA,19.4,8.0,4216.202,2423.9547778363,4.2504930013726
359,24417464,2006-07-05,12:00:00,170200160306,WA,20.7,8.4,3896.49,895.516648732248,1.51182540102681
360,24417464,2009-10-05,12:55:00,170200160306,WA,14.1,8.1,4056.346,1727.03433998755,3.56541838787081
361,24417464,2013-07-15,12:30:00,170200160306,WA,21.0,8.4,3556.796,822.451423278329,1.37656171227288
362,24417464,2020-04-21,12:20:00,170200160306,WA,15.3,8.5,3716.652,630.11400585036,1.25218601521545
363,24417464,2003-05-05,12:55:00,170200160306,WA,14.9,8.5,3716.652,627.056877213795,1.26196239587494
364,24417464,2003-09-15,12:30:00,170200160306,WA,16.9,8.0,3896.49,2171.16193568889,4.10507745347516
365,24417464,2003-03-31,13:30:00,170200160306,WA,13.4,9.46,4136.274,61.5854797792412,0.130035071390048
366,24417464,2001-04-10,15:14:00,170200160306,WA,11.2,8.7,3676.688,369.497889143295,0.839103085300774
367,24417464,2001-02-12,13:55:00,170200160306,WA,7.6,7.82,5195.32,3900.18985551121,10.0302566045659
368,24417464,2012-02-06,09:55:00,170200160306,WA,4.5,8.2,5215.302,1569.13754423037,4.51877204827223
369,24417464,1999-05-19,13:19:00,170200160306,WA,14.7,8.57,3836.544,546.585904785429,1.10700308594982
370,24417464,2014-04-14,11:20:00,170200160306,WA,12.2,8.3,3736.634,976.741687701798,2.1453573099042
371,24417464,2000-07-10,15:28:00,170200160306,WA,19.9,8.25,4016.382,1298.61584473948,2.24397407669953
372,24417464,2015-06-01,11:30:00,170200160306,WA,21.2,7.7,3556.796,4218.97750747607,7.02100529729483
373,24417464,2010-02-02,10:40:00,170200160306,WA,7.9,8.2,5195.32,1620.25657943937,4.12269484100799
374,24417464,2016-03-21,14:15:00,170200160306,WA,13.1,8.01,4595.86,2375.67607022546,5.06552326236866
375,24417464,2002-08-13,12:20:00,170200160306,WA,20.2,8.2,4056.346,1480.02143683435,2.53510416559353
376,24417464,2003-09-29,14:00:00,170200160306,WA,17.9,8.2,3956.436,1401.02161110585,2.5694226901996
377,24417464,2018-07-10,13:05:00,170200160306,WA,20.5,8.0,3896.49,2277.93396014124,3.86801762540242
378,24417464,2004-09-15,10:30:00,170200160306,WA,16.1,8.1,4216.202,1839.23744122015,3.56442434272097
379,24417464,2015-10-05,12:08:00,170200160306,WA,16.9,7.6,3776.598,5319.30375750518,10.0575220105244
380,24417464,2011-07-11,13:10:00,170200160306,WA,20.7,8.0,3496.85,2054.80694527059,3.46914140333241
381,24417464,2003-06-16,10:45:00,170200160306,WA,19.2,8.3,3436.904,982.60663780403,1.73340845216314
382,24417464,2016-05-24,10:27:00,170200160306,WA,16.6,8.2,4016.382,1398.05482906572,2.6678260487921
383,24417464,1999-06-29,14:43:00,170200160306,WA,20.0,8.48,4056.346,763.664686511342,1.31572230824999
384,24417464,2004-05-11,12:30:00,170200160306,WA,14.2,7.9,3776.598,2565.95034615604,5.28055308369367
385,24417464,2013-10-28,09:40:00,170200160306,WA,11.7,8.0,4236.184,2207.78860314136,4.93022935129525
386,24417464,2015-04-13,11:35:00,170200160306,WA,12.7,8.2,3696.67,1228.1804267083,2.65355587520723
387,24417464,2016-07-11,13:08:00,170200160306,WA,19.3,8.2,3596.76,1300.16942721471,2.28680091800909
388,24417464,2000-05-17,14:08:00,170200160306,WA,18.2,8.7,3676.688,400.908880370913,0.728643936895782
389,24417464,2009-07-06,13:30:00,170200160306,WA,20.4,8.4,3936.454,900.881948298039,1.53416332408065
390,24417464,2018-02-12,11:23:00,170200160306,WA,4.6,8.3,5315.212,1267.52516804068,3.6365278348539
391,24417464,2018-03-26,14:15:00,170200160306,WA,8.3,8.44,4076.328,732.8231409563,1.8387227784754
392,24417464,1999-04-14,10:13:00,170200160306,WA,8.4,8.5,3976.418,621.81326166049,1.55472607138112
393,24417464,2011-06-06,11:45:00,170200160306,WA,18.5,8.0,3576.778,2039.2694152181,3.67320078764559
394,24417464,2016-10-04,15:03:00,170200160306,WA,17.4,8.4,3876.508,853.502749341945,1.589238854751
395,24417464,2015-07-20,11:25:00,170200160306,WA,22.3,7.9,3716.652,2813.31117027875,4.53741760286446
396,24417464,2018-09-24,11:29:00,170200160306,WA,164.0,8.1,3796.58,22977.5647082565,8.40087539635224
397,24417464,2011-04-11,13:20:00,170200160306,WA,12.3,8.2,3796.58,1254.594200769,2.74653352053716
398,24417464,2001-10-10,11:35:00,170200160306,WA,13.1,8.5,4156.256,684.511006000324,1.45960778674694
399,24417464,2017-04-03,12:03:00,170200160306,WA,10.6,8.4,4356.076,881.050860572377,2.04161959329998
400,24417464,2017-07-31,13:42:00,170200160306,WA,23.1,8.4,3956.436,938.960641145573,1.48075838805427
401,24417464,2004-07-12,12:30:00,170200160306,WA,17.8,8.0,3956.436,2229.92088860619,4.10199636683453
402,24417464,2007-04-02,12:15:00,170200160306,WA,9.7,8.6,3936.454,493.009408078651,1.17817424330934
403,24417464,2013-04-01,12:50:00,170200160306,WA,12.8,7.9,3876.508,2587.0713887977,5.57111457233206
404,24417464,2013-06-10,12:00:00,170200160306,WA,20.0,8.2,3496.85,1276.72958455821,2.19984254172469
405,24417464,2004-10-04,14:00:00,170200160306,WA,16.1,8.0,4096.31,2256.45132400521,4.37304652549086
406,24417464,2017-02-13,10:45:00,170200160306,WA,4.0,8.09,5235.284,2023.47872354107,5.93763554957998
407,24417464,2013-02-06,09:50:00,170200160306,WA,7.5,8.1,5235.284,2050.97545513398,5.29335454546617
408,24417464,2011-02-07,10:50:00,170200160306,WA,6.1,8.0,5335.194,2595.42450256426,7.04528236887803
409,24417464,2002-06-12,10:30:00,170200160306,WA,18.9,8.3,3716.652,1056.55686428789,1.8804770088185
410,24417464,2020-03-09,12:54:00,170200160306,WA,8.4,8.6,4815.662,591.83441236396,1.47961863738929
411,24417464,2011-10-03,12:40:00,170200160306,WA,17.2,7.8,4056.346,3605.47516955646,6.75448082693814
412,24417464,2012-10-01,13:00:00,170200160306,WA,17.5,7.9,4136.274,2926.08353578336,5.4317335845956
413,24417464,2020-10-20,13:07:00,170200160306,WA,15.0,8.2,4336.094,1476.436469831,2.96175780774145
414,24417464,1999-02-16,15:13:00,170200160306,WA,7.4,8.5,5275.248,810.510006817154,2.09929387987615
415,24417464,2018-05-14,13:00:00,170200160306,WA,21.0,8.23,3396.94,1172.61276995306,1.96268026775854
416,24417464,2002-04-22,14:20:00,170200160306,WA,15.8,8.34,3696.67,919.499143129654,1.79882972769444
417,24417464,2000-10-10,10:50:00,170200160306,WA,14.7,8.1,4356.076,1865.460109549,3.77793041884361
418,24417464,2020-05-27,11:20:00,170200160306,WA,17.8,8.46,3656.706,703.311299275657,1.2937950474199
419,24417464,2020-07-28,12:00:00,170200160306,WA,19.6,8.4,4236.184,957.603629342279,1.66930622251435
420,24417464,2002-02-06,09:57:00,170200160306,WA,4.6,8.6,5075.428,599.492026807881,1.71997744990082
421,24405923,2012-10-03,11:10:00,170200151010,WA,13.4,8.0,4056.346,2160.2686881768,4.56175952608405
422,24405923,2014-10-14,10:10:00,170200151010,WA,14.6,7.7,4475.968,4837.95453091385,9.82895585378004
423,24405923,2007-04-04,10:00:00,170200151010,WA,10.0,8.0,4416.022,2253.76312543757,5.33049654825394
424,24405923,2008-06-04,13:10:00,170200151010,WA,15.2,8.5,3656.706,619.427092310654,1.23484423628931
425,24405923,2008-07-16,13:25:00,170200151010,WA,22.3,8.4,3416.922,804.808021579252,1.29806221683436
426,24405923,2008-02-05,08:45:00,170200151010,WA,2.9,8.3,5215.302,1223.71250812564,3.74428539763283
427,24405923,2010-07-19,10:50:00,170200151010,WA,21.2,8.6,4755.716,680.542530055971,1.13234577853972
428,24405923,2015-06-08,10:00:00,170200151010,WA,24.7,8.2,3836.544,1491.66859678031,2.25114648051211
429,24405923,2014-07-16,10:30:00,170200151010,WA,25.9,8.2,4036.364,1594.61350299022,2.32999006258588
430,24405923,2007-07-16,09:30:00,170200151010,WA,22.0,8.0,3556.796,2127.08585829515,3.45993095362541
431,24405923,2013-10-29,11:15:00,170200151010,WA,7.7,7.2,4595.86,14494.5188513461,37.146351645711
432,24405923,2007-06-04,12:00:00,170200151010,WA,22.4,8.2,3556.796,1341.31426015073,2.15726816706002
433,24405923,2009-02-04,12:45:00,170200151010,WA,4.0,8.4,5694.87,1066.82198743568,3.13026716600621
434,24405923,1999-07-13,15:08:00,170200151010,WA,26.2,8.51,3656.706,699.009863722151,1.0132896232159
435,24405923,2004-07-08,10:00:00,170200151010,WA,17.3,8.2,3217.102,1135.51011264345,2.12097121514012
436,24405923,2013-02-12,09:24:00,170200151010,WA,4.6,8.2,5574.978,1676.19405232859,4.80886051616157
437,24405923,2008-10-07,13:25:00,170200151010,WA,14.2,8.7,4436.004,458.982253053861,0.944465869753213
438,24405923,2013-07-17,10:50:00,170200151010,WA,22.5,8.4,3776.598,889.927909543909,1.42722811439843
439,24405923,2000-04-19,11:40:00,170200151010,WA,15.4,8.42,3636.724,746.020292869148,1.47787684561139
440,24405923,2018-02-13,13:27:00,170200151010,WA,3.2,8.24,6074.528,1637.37504967982,4.95228944818041
441,24405923,2007-10-03,09:00:00,170200151010,WA,12.2,8.1,4216.202,1752.40326304197,3.84884833357382
442,24405923,2009-06-03,11:20:00,170200151010,WA,22.1,8.8,4436.004,396.471262949251,0.642996423571303
443,24405923,2010-05-19,11:05:00,170200151010,WA,16.2,8.3,4036.364,1106.09310933355,2.13698403472838
444,24405923,2010-02-04,11:05:00,170200151010,WA,5.9,8.3,6414.222,1542.26581580046,4.21662499617813
445,24405923,2015-02-04,09:45:00,170200151010,WA,6.2,7.7,5654.906,5505.86837272568,14.8908114689854
